class_match,completed,cost_usd,failed_tool_calls,file_match,function_match,gold_classes,gold_files,gold_functions,gold_line_ranges,input_tokens,instance_id,line_iou,line_match,locator_llm_calls,output_tokens,paper_file_jaccard,paper_function_jaccard,predicted_classes,predicted_files,predicted_functions,predicted_line_ranges,predicted_locations,reflection_turns,repo,request_ids,requested_model,returned_models,run_id,stop_reasons,summarizer_llm_calls,termination_reason,token_usage_incomplete,tool_calls,tool_result_chars,total_llm_calls,total_tokens,trajectory_path,wall_clock_ms
True,True,,0,True,True,['requests.sessions.Session'],['requests/sessions.py'],['requests.sessions.Session.request'],"[(13, 19), (425, 431)]",107324,psf__requests-2317,0.07142857142857142,False,13,2588,1.0,1.0,['requests.sessions.Session'],['requests/sessions.py'],['requests.sessions.Session.request'],"[(428, 428)]","[{'end_line': 428, 'file_path': 'requests/sessions.py', 'start_line': 428}]",3,psf/requests,"['msg_eadbe46049d8492f8e368edd1a6c74c9', 'msg_632211a1cfc1433d9a22b75a58a540af', 'msg_8d834e0b23d94ca98537fd66d1152cb7', 'msg_ef1bb5c0a6f94786a7ae5eb8cd0c1a04', 'msg_d53f56bb9a9044de9bdcfdbcc79efaca', 'msg_3376780736d940deb1e91232c758f57d', 'msg_11415fd4518b43a8aeda0dff0296e276', 'msg_f93855f906ce436b96c276c62a48c408', 'msg_5e566bce718a466192b57b4ef2284ba2', 'msg_b7b50525bcd147608b8f154d883bacea', 'msg_f2a92fe58412436c8219a27f9e376548', 'msg_333a2ba4f9434fb0844329eb4f15ca3b', 'msg_ff1b08673aa14ef995588ce63b331fbd', 'msg_d9ddc55faae640b6ad553686cf813ac0']",claude-sonnet-5,['claude-sonnet-5'],sgagent-official-psf__requests-2317-0-9d1a6f8224,{'end_turn': 14},1,completed,False,9,86121,14,109912,experiments/name_to_definition/runs/official_locator_full14_reproduction/psf__requests-2317/0/trajectory.jsonl,93091.448
True,True,,0,True,False,[],['requests/utils.py'],"['requests.utils.iter_slices', 'requests.utils.stream_decode_response_unicode']","[(358, 377)]",92489,psf__requests-3362,0.6,False,12,4240,1.0,0.5,[],['requests/utils.py'],['requests.utils.stream_decode_response_unicode'],"[(362, 365), (367, 374)]","[{'end_line': 365, 'file_path': 'requests/utils.py', 'start_line': 362}, {'end_line': 374, 'file_path': 'requests/utils.py', 'start_line': 367}]",2,psf/requests,"['msg_1378cd5cf21248a39a3f8771ad3c78da', 'msg_cb7f36cf61644a2c89c79b6988f3023b', 'msg_f21901edd71648ffb1c1c1405d9ce066', 'msg_f45069ab435b420daf3105081a13c8c1', 'msg_7139842f55a54ad291099a416c664e5f', 'msg_e6c88f4e7cf64aef9e3734db085557cf', 'msg_b217f9ce7af4449097fb53b80b9a700d', 'msg_9d5e173d66bb4cd29f2571c6bb156904', 'msg_186285ac51584f3a920b0fcff42c0d0a', 'msg_cbdc91caea5c4f42b5f4e2a6a52de613', 'msg_8bff0f6ac35e4d9da0dafea7e6c98f48', 'msg_a7584f9d5a6e4497ba6583b574208247', 'msg_0f472229e7104062ba528fe7271e0f13']",claude-sonnet-5,['claude-sonnet-5'],sgagent-official-psf__requests-3362-0-3940b7331a,{'end_turn': 13},1,completed,False,9,74550,13,96729,experiments/name_to_definition/runs/official_locator_full14_reproduction/psf__requests-3362/0/trajectory.jsonl,112571.494
True,True,,0,True,False,['requests.models.Request'],['requests/models.py'],"['requests.models.Request.deregister_hook', 'requests.models.Request.register_hook']","[(462, 471)]",53181,psf__requests-863,0.0,False,8,2770,1.0,0.0,['requests.models.Request'],['requests/models.py'],['requests.models.Request.__init__'],"[(151, 152)]","[{'end_line': 152, 'file_path': 'requests/models.py', 'start_line': 151}]",2,psf/requests,"['msg_4be4dc701f8d4cdeb580da89778ac523', 'msg_2ace237052644caaafd0aebd26f20296', 'msg_1ee1368e00804f92bd4e3536274f2570', 'msg_aa16aa4574224c9cbc24d129fb11ec13', 'msg_39e8198d637846bcb1e583320e836e90', 'msg_8b3656149b89430ba85159860f8d1bcf', 'msg_6aacad8aac9046bc82b14ba03a5e391d', 'msg_e37912b5be84463f931ab114759b647e']",claude-sonnet-5,['claude-sonnet-5'],sgagent-official-psf__requests-863-0-ad6abd7db6,{'end_turn': 8},0,completed,False,5,108896,8,55951,experiments/name_to_definition/runs/official_locator_full14_reproduction/psf__requests-863/0/trajectory.jsonl,75175.952
True,True,,0,True,False,[],['xarray/core/formatting.py'],['xarray.core.formatting.inline_variable_array_repr'],"[(261, 268)]",99020,pydata__xarray-4248,0.0,False,18,8945,1.0,0.0,[],['xarray/core/formatting.py'],"['xarray.core.formatting._summarize_coord_multiindex', 'xarray.core.formatting.summarize_variable']","[(280, 281), (294, 295)]","[{'end_line': 281, 'file_path': 'xarray/core/formatting.py', 'start_line': 280}, {'end_line': 295, 'file_path': 'xarray/core/formatting.py', 'start_line': 294}]",1,pydata/xarray,"['msg_8cf06376708344b185ebdbc0a772531b', 'msg_2088a246c291442fab0b5bc44b4726bd', 'msg_8558acdf289d49cdadfb3e0bd66655de', 'msg_e1448d43564749a7a9169fca8ff1596d', 'msg_b8516cb2cdff427b8fd9ffd26cebd220', 'msg_1ddfcb9cd6dc40cd8c3bf2690ce7ff4d', 'msg_d90c472a931c4cafa842e5fbf5163eac', 'msg_4f85dbde386c4d5e9df6bbf528c62cf0', 'msg_4ab838371eaa456994ea42ba26a66422', 'msg_ecea553401ad4fbd9faad5c60f7f13e1', 'msg_abb0722ea761458eb5639feee6f66375', 'msg_960bb830506c4458b4ff703133894d33', 'msg_ae1160785425463b994bc6ebc77f0709', 'msg_80c906dadee241c481975af6dbcec9a0', 'msg_a6a859a1814143c2ba611b7b2695e59a', 'msg_e2433b2230f547db9ff8e22f17b11c01', 'msg_e30db678f3954b74926ce9b0e9f5e882', 'msg_d3257e32996c41ae8f5cafddb868084f', 'msg_7482d77444014f45966ef64897c2019d', 'msg_f709b326288e482fbffcbc6c7bfa7a17']",claude-sonnet-5,['claude-sonnet-5'],sgagent-official-pydata__xarray-4248-0-fe654bc73f,{'end_turn': 20},2,completed,False,16,50106,20,107965,experiments/name_to_definition/runs/official_locator_full14_reproduction/pydata__xarray-4248/0/trajectory.jsonl,250976.409
True,True,,0,True,False,['xarray.core.groupby.GroupBy'],['xarray/core/groupby.py'],"['xarray.core.groupby.GroupBy.__iter__', 'xarray.core.groupby.GroupBy.__repr__']","[(436, 442)]",70364,pydata__xarray-5131,0.21739130434782608,True,8,1813,0.5,0.25,['xarray.core.groupby.GroupBy'],"['xarray/core/groupby.py', 'xarray/tests/test_groupby.py']","['xarray.core.groupby.GroupBy.__repr__', 'xarray.tests.test_groupby.test_groupby_repr', 'xarray.tests.test_groupby.test_groupby_repr_datetime']","[(438, 444), (388, 394), (405, 411)]","[{'end_line': 444, 'file_path': 'xarray/core/groupby.py', 'start_line': 438}, {'end_line': 394, 'file_path': 'xarray/tests/test_groupby.py', 'start_line': 388}, {'end_line': 411, 'file_path': 'xarray/tests/test_groupby.py', 'start_line': 405}]",1,pydata/xarray,"['msg_68ea550e90984abea1d1c5f859814586', 'msg_220f15ce9a41461eb78e63c7d3e81297', 'msg_ac01bc4173544ee9b7bab307fd8905ba', 'msg_0e1e77067e874b27b3bc21d0da329820', 'msg_f0db4ebd5eb643f8beeef8f0dac29285', 'msg_74c950f92f114289b1c26b1732c9fe0e', 'msg_5d63b74512df4dd9816184a409eb8687', 'msg_37f161db318b4bb4b234e534299e98d0']",claude-sonnet-5,['claude-sonnet-5'],sgagent-official-pydata__xarray-5131-0-ea4fdc5125,{'end_turn': 8},0,completed,False,6,98947,8,72177,experiments/name_to_definition/runs/official_locator_full14_reproduction/pydata__xarray-5131/0/trajectory.jsonl,81179.651
True,True,,0,True,False,[],['src/_pytest/python.py'],"['src._pytest.python._showfixtures_main', 'src._pytest.python.write_docstring']","[(1342, 1360)]",70730,pytest-dev__pytest-5221,0.21052631578947367,False,16,5584,1.0,0.5,[],['src/_pytest/python.py'],['src._pytest.python._showfixtures_main'],"[(1345, 1348)]","[{'end_line': 1348, 'file_path': 'src/_pytest/python.py', 'start_line': 1345}]",3,pytest-dev/pytest,"['msg_44c283140d6c410fb836c3c929b39b5c', 'msg_065edd61289448d58639cf2e9e587a59', 'msg_b136c8b0d9bb48919533eb6ea1ff3fae', 'msg_23e35345f14e44dda5569bf3941c3bf9', 'msg_da8b0e4de3364b8d95765ca82fb3598e', 'msg_be92c3fdc55743d48b1eeb4929bca49b', 'msg_1f4a2960113e40f590e23834657e51af', 'msg_f9968aee791b4959b104f4060ebb1929', 'msg_c68eb4e06b6444e788070c4be192ad70', 'msg_0b6b12689e084785934075bb281d633d', 'msg_f6cbef4baa254525bde76ffcbe60cada', 'msg_3f47de1d738f4ebc8b9c5217083f1928', 'msg_48b44fe974e0400d8a5336476c3ff8d1', 'msg_e0f24f93cc2c45c0a6085b3d9ef8d90e', 'msg_499a86aabbc24c9e904d7dd2b9675b38', 'msg_16719ef3a3394037a93c055066e60456', 'msg_1caa30b2b5cf429db30679ffbf518aa2', 'msg_3dda1a8d451c47fc98cf223797fa406b']",claude-sonnet-5,['claude-sonnet-5'],sgagent-official-pytest-dev__pytest-5221-0-ee5ae5d2c5,{'end_turn': 18},2,completed,False,12,20932,18,76314,experiments/name_to_definition/runs/official_locator_full14_reproduction/pytest-dev__pytest-5221/0/trajectory.jsonl,181287.081
True,True,,0,True,True,[],['sklearn/utils/_set_output.py'],['sklearn.utils._set_output._wrap_in_pandas_container'],"[(34, 40), (55, 60)]",53083,scikit-learn__scikit-learn-25747,0.14285714285714285,False,11,3238,1.0,1.0,[],['sklearn/utils/_set_output.py'],['sklearn.utils._set_output._wrap_in_pandas_container'],"[(58, 59), (62, 62)]","[{'end_line': 59, 'file_path': 'sklearn/utils/_set_output.py', 'start_line': 58}, {'end_line': 62, 'file_path': 'sklearn/utils/_set_output.py', 'start_line': 62}]",2,scikit-learn/scikit-learn,"['msg_fc49b90555e24ee7bced98e10be3edbc', 'msg_100e8d6ad3ff41439545d7ef9e40e0c3', 'msg_4b8b359184f547aaa24a14d61f3e43cf', 'msg_9113474139cf44bf95cf61960a4bfd26', 'msg_d6e3996e21db4125be9a93ad489572f4', 'msg_3bc52059aa5a4841804ffae150630f36', 'msg_a3d19d17864342fba62bb6c73208f892', 'msg_17445e72bdc04e8aa88cbd975df31628', 'msg_982e84efeb054c57a072761626847171', 'msg_5daa8f1b7e894543ae0d823577a97475', 'msg_fc23de1399324e22a48fc6d744252be6', 'msg_df23c24153e641a48f3ecba951dba84e']",claude-sonnet-5,['claude-sonnet-5'],sgagent-official-scikit-learn__scikit-learn-25747-0-2ee40d8d51,{'end_turn': 12},1,completed,False,8,10201,12,56321,experiments/name_to_definition/runs/official_locator_full14_reproduction/scikit-learn__scikit-learn-25747/0/trajectory.jsonl,198412.788
True,True,,0,True,True,['sphinx.domains.std.Cmdoption'],['sphinx/domains/std.py'],['sphinx.domains.std.Cmdoption.handle_signature'],"[(43, 49), (197, 207)]",42905,sphinx-doc__sphinx-8506,0.08695652173913043,False,10,3612,1.0,1.0,['sphinx.domains.std.Cmdoption'],['sphinx/domains/std.py'],['sphinx.domains.std.Cmdoption.handle_signature'],"[(46, 46), (192, 197)]","[{'end_line': 46, 'file_path': 'sphinx/domains/std.py', 'start_line': 46}, {'end_line': 197, 'file_path': 'sphinx/domains/std.py', 'start_line': 192}]",1,sphinx-doc/sphinx,"['msg_b441349db8e54c358616efe087033cea', 'msg_1ae387fdcf844d85b9b853a5a8854478', 'msg_c54a4dfbc2ad42abb589908280a9ad03', 'msg_cab6b87784e9433a84b2bcfbcdf06a01', 'msg_e4231ae576ff45a69738bfed59229e59', 'msg_0ae58ccc99c147cab95b82bc70fed241', 'msg_9aeb3cca263d4b4d9c4c374297b9f44d', 'msg_087d81c74bbb4572a3c02ea1d74d4cae', 'msg_02eb469b8d624f93984ec23d5d0cf8ab', 'msg_ad6b5ac7d661433f93b8a3082597d1da', 'msg_cf5a163e0dff48fe83e5b9e450c5b3b3']",claude-sonnet-5,['claude-sonnet-5'],sgagent-official-sphinx-doc__sphinx-8506-0-fcc5f0abcc,{'end_turn': 11},1,completed,False,8,24428,11,46517,experiments/name_to_definition/runs/official_locator_full14_reproduction/sphinx-doc__sphinx-8506/0/trajectory.jsonl,174992.011
True,True,,0,True,False,['sympy.matrices.matrices.MatrixProperties'],['sympy/matrices/matrices.py'],"['sympy.matrices.matrices.MatrixProperties._eval_is_upper_hessenberg', 'sympy.matrices.matrices.MatrixProperties._eval_values', 'sympy.matrices.matrices.MatrixProperties.is_upper', 'sympy.matrices.matrices.MatrixProperties.is_zero']","[(641, 647), (1112, 1118)]",25401,sympy__sympy-12454,0.21428571428571427,False,8,957,1.0,0.25,['sympy.matrices.matrices.MatrixProperties'],['sympy/matrices/matrices.py'],['sympy.matrices.matrices.MatrixProperties.is_upper'],"[(1113, 1115)]","[{'end_line': 1115, 'file_path': 'sympy/matrices/matrices.py', 'start_line': 1113}]",1,sympy/sympy,"['msg_ac7b71ed239f4c5ab34952a81fe8ae38', 'msg_bf2b69f3a50a42498db70a0d6c665bb7', 'msg_cb617adff1444a60a33d17dfc9e7b82d', 'msg_55ac862b954543ebaee7a1855af55fcd', 'msg_5670bbbb0c534fc3a352efa5356a9799', 'msg_3a8f72bce4da4acbbb41b0965a1f6add', 'msg_07bdf4e3031d4485a70a9c060ef8fc96', 'msg_00540c7d99ec4413aa1c72c960544314']",claude-sonnet-5,['claude-sonnet-5'],sgagent-official-sympy__sympy-12454-0-5f77f2ccba,{'end_turn': 8},0,completed,False,6,7197,8,26358,experiments/name_to_definition/runs/official_locator_full14_reproduction/sympy__sympy-12454/0/trajectory.jsonl,113068.557
False,True,,0,False,False,['sympy.core.operations.AssocOp'],['sympy/core/operations.py'],['sympy.core.operations.AssocOp._eval_evalf'],"[(332, 338), (343, 349)]",132122,sympy__sympy-13146,0.0,False,9,4022,0.0,0.0,['sympy.core.power.Pow'],['sympy/core/power.py'],"['sympy.core.power.Pow.__new__', 'sympy.core.power.Pow._eval_evalf']","[(1069, 1078), (188, 235)]","[{'end_line': 1078, 'file_path': 'sympy/core/power.py', 'start_line': 1069}, {'end_line': 235, 'file_path': 'sympy/core/power.py', 'start_line': 188}]",1,sympy/sympy,"['msg_02b4281afb6f4424b6842864b98beaf4', 'msg_50617d65f4a6450e849419bbce19cc2f', 'msg_af875b5e35554cf5b8646296e6cc431f', 'msg_ee820eec45f04e28acc7163e8335e065', 'msg_b3be1cea72a24783b8d86f436f0a2e3b', 'msg_4046d6cd87c043b495131b33165e6504', 'msg_d9f3ecea241e4132a655c5fb7731b9ec', 'msg_8a21e7afec4647249563e9b3ae9e6265', 'msg_3191610f06cc4233bef944d679c93800', 'msg_7b2be9003294414f8fe8c48ffd4baed3']",claude-sonnet-5,['claude-sonnet-5'],sgagent-official-sympy__sympy-13146-0-b2a54dc59c,{'end_turn': 10},1,completed,False,7,292275,10,136144,experiments/name_to_definition/runs/official_locator_full14_reproduction/sympy__sympy-13146/0/trajectory.jsonl,180249.69
True,True,,0,True,True,['sympy.matrices.common.MatrixShaping'],['sympy/matrices/common.py'],"['sympy.matrices.common.MatrixShaping._eval_col_insert', 'sympy.matrices.common.MatrixShaping.entry']","[(86, 92)]",28737,sympy__sympy-13647,0.14285714285714285,True,6,1949,1.0,1.0,['sympy.matrices.common.MatrixShaping'],['sympy/matrices/common.py'],"['sympy.matrices.common.MatrixShaping._eval_col_insert', 'sympy.matrices.common.MatrixShaping.entry']","[(89, 89)]","[{'end_line': 89, 'file_path': 'sympy/matrices/common.py', 'start_line': 89}]",2,sympy/sympy,"['msg_a7e41b0869d24c8bb7b6e714005aec0d', 'msg_a04bede3245946d5aae75fb14d08b660', 'msg_634c4278c63f46bc9f07babc206c7516', 'msg_f9f90c8e94034eb2932d7ab284c82fea', 'msg_aa7e2c80e2c54dd086727622ee2b08eb', 'msg_8f8da730eb08475a8997eaf77963c67c']",claude-sonnet-5,['claude-sonnet-5'],sgagent-official-sympy__sympy-13647-0-0f06a7bf6d,{'end_turn': 6},0,completed,False,3,91162,6,30686,experiments/name_to_definition/runs/official_locator_full14_reproduction/sympy__sympy-13647/0/trajectory.jsonl,211089.784
True,True,,0,True,False,['sympy.printing.mathematica.MCodePrinter'],['sympy/printing/mathematica.py'],"['sympy.printing.mathematica.MCodePrinter._print_Function', 'sympy.printing.mathematica.MCodePrinter._print_Integral']","[(31, 38), (102, 109)]",115900,sympy__sympy-15345,0.0625,False,18,7201,1.0,0.0,['sympy.printing.mathematica.MCodePrinter'],['sympy/printing/mathematica.py'],[],"[(103, 103)]","[{'end_line': 103, 'file_path': 'sympy/printing/mathematica.py', 'start_line': 103}]",1,sympy/sympy,"['msg_36accf0ade8f4249b541fa163f88a04b', 'msg_864f91b4571b4018935afd0acaacea42', 'msg_bddf091776da415db4933f164d7a0530', 'msg_880e96f2ea6c430b8ac0243f883e43c1', 'msg_a78c6213aa534275a412ebc2d6f91df5', 'msg_c2c19dbab71f44f1893e286aef2e1530', 'msg_37f99389286f44dc8eda3c9a40614ad8', 'msg_da0ba8613b044d5ab92b1a484f3203fe', 'msg_aa3302b7866a45e99e9d3f904cef3af0', 'msg_4cc1f900338f4960a52113fa70883b7a', 'msg_ca1eded46e0a427c9db1f99a697d45a5', 'msg_8e1f5a688f4f4e01a78b5f2602696609', 'msg_fa8421865c784bb58a386f54e9738fc3', 'msg_f489839f10dd4409b30c3ae229d8c860', 'msg_8b728776e9d04e37be8bd9356040f33c', 'msg_c360e07cfa9641818a5d2b794adb341d', 'msg_08bac2cb9b5e4d31b28e5618eca98097', 'msg_3193134b7d7d494baf98bce7b420e22c', 'msg_ebab6796cb3644f199c800c3e2edfa8f', 'msg_579e30259af94fa2b04c65030ce6ef86']",claude-sonnet-5,['claude-sonnet-5'],sgagent-official-sympy__sympy-15345-0-9a6f7a44d8,{'end_turn': 20},2,completed,False,16,58813,20,123101,experiments/name_to_definition/runs/official_locator_full14_reproduction/sympy__sympy-15345/0/trajectory.jsonl,355175.929
False,False,,0,False,False,['sympy.printing.latex.LatexPrinter'],['sympy/printing/latex.py'],"['sympy.printing.latex.LatexPrinter._print_MatrixElement', 'sympy.printing.latex.LatexPrinter._print_MatrixSlice', 'sympy.printing.latex.LatexPrinter.latexslice']","[(1438, 1447)]",13546,sympy__sympy-15609,0.0,False,6,1246,0.0,0.0,[],[],[],[],[],1,sympy/sympy,"['msg_91f3a851cb394edfa1fe63623a31bb03', 'msg_a7d0ca5dc41c4595b53386edfd99cde8', 'msg_3c63ff5089054996a62295792213cfe5', 'msg_f918beefcb39446ca8d807553e368b4c', 'msg_5baad87c9c2e40ca89b9f3d338fb9bba', 'msg_77df143dab1249f99dbddb4e89b01793']",claude-sonnet-5,['claude-sonnet-5'],sgagent-official-sympy__sympy-15609-1-adf330a9c9,{'end_turn': 6},0,api_error,False,5,1237950,6,14792,experiments/name_to_definition/runs/official_locator_full14_reproduction/sympy__sympy-15609/1/trajectory.jsonl,222345.561
False,True,,0,False,False,['sympy.core.mod.Mod'],['sympy/core/mod.py'],"['sympy.core.mod.Mod.doit', 'sympy.core.mod.Mod.eval']","[(40, 46), (167, 179)]",113097,sympy__sympy-21379,0.0,False,20,11294,0.0,0.0,[],['sympy/polys/polyutils.py'],['sympy.polys.polyutils._parallel_dict_from_expr_no_gens'],"[(268, 270), (4, 8)]","[{'end_line': 270, 'file_path': 'sympy/polys/polyutils.py', 'start_line': 268}, {'end_line': 8, 'file_path': 'sympy/polys/polyutils.py', 'start_line': 4}]",2,sympy/sympy,"['msg_68601bb06a2b48d8a40da0dd393458d0', 'msg_a8b4108b700e4d0d8efb9d23fcad97a0', 'msg_c9781748c66d4f558341f03d9061ff46', 'msg_f46be8b824a54d7c9e47793a16f10c67', 'msg_3d17c3c09f72483db7ff6e7acb736ed4', 'msg_794b5461df374ea8a7553d8c92a1a758', 'msg_7e92aefeac0846c09ca32cdd8e52ee1d', 'msg_2f532ee2b49c46f6923df64cc0b1d220', 'msg_e43ec4e88e75426ba4302510ffe39e64', 'msg_3a8dbc1875e5402f8ffcb747844aa9ae', 'msg_5bf620d3314e417db34d1da91aa76c92', 'msg_09822e63eb4443eb857913146a365d11', 'msg_f9a681822e4141bd90dde678f9f921d1', 'msg_10a44fa7737143feacca62aac536f583', 'msg_9a0265145de54f4a8a71f480d15ef9de', 'msg_88a3687f978e4e338c7e86b960f5be2f', 'msg_e0d0cbfc36f841ddbc3d1e1c8e497291', 'msg_24d670fa42a64ec898bdac82742f4d04', 'msg_1d89c18be4ad468ea7b0d6ff2902f46e', 'msg_2d9207fe886141d4a56c3cb906b8434e', 'msg_f999edc7d81648fe9f11b7e873ba177d', 'msg_f4bd6cab4f8b412085d9147e1e4e79a8']",claude-sonnet-5,['claude-sonnet-5'],sgagent-official-sympy__sympy-21379-0-91d0193308,{'end_turn': 22},2,completed,False,17,23976,22,124391,experiments/name_to_definition/runs/official_locator_full14_reproduction/sympy__sympy-21379/0/trajectory.jsonl,436830.469
False,True,,0,False,False,['sympy.printing.str.StrPrinter'],['sympy/printing/str.py'],['sympy.printing.str.StrPrinter._print_Mul'],"[(333, 339)]",74184,sympy__sympy-21612,0.0,False,16,7011,0.0,0.0,[],['sympy/parsing/latex/_parse_latex_antlr.py'],['sympy.parsing.latex._parse_latex_antlr.convert_frac'],"[(383, 389)]","[{'end_line': 389, 'file_path': 'sympy/parsing/latex/_parse_latex_antlr.py', 'start_line': 383}]",2,sympy/sympy,"['msg_e2241b4594aa4ec3a0dcaaf54efb60af', 'msg_35aef123570042e9b67d9efd006ad573', 'msg_f46cb323af864e12808e9161f0181839', 'msg_0dbd6e0f2dff474d81147a577f3acb67', 'msg_a86ee759b6c649669bd3779122653bc3', 'msg_0673a8b189f6477eb1031adeb0e2463a', 'msg_3c104bf2cb104b8b89e0b972b4ca7b51', 'msg_33f7f6236e3942f7b7520938834d8365', 'msg_562009c0edaf49de8659b12fc954e9f2', 'msg_3156ebe05f0e430097397c6c64af171c', 'msg_30979b00ef8f43e193f5a3012f05b392', 'msg_a3608806baf74e05b8fb26242254593d', 'msg_e6a7cdd6adca44c89168e3d6dceeca5b', 'msg_f462d47a752541f2aac7736c971c7217', 'msg_9dec698387f74217b2a78d4c07913236', 'msg_0e02747a12f04df09bb1f3c7cd15b420', 'msg_fedda1343dfc43e3b9509353a79a11f6', 'msg_d39b23f9c998494baf4a6dda27e79def']",claude-sonnet-5,['claude-sonnet-5'],sgagent-official-sympy__sympy-21612-0-8806db9d2d,{'end_turn': 18},2,completed,False,13,18551,18,81195,experiments/name_to_definition/runs/official_locator_full14_reproduction/sympy__sympy-21612/0/trajectory.jsonl,382136.384
True,True,,0,True,False,['sympy.core.function.Derivative'],['sympy/core/function.py'],"['sympy.core.function.Derivative._eval_subs', 'sympy.core.function.Derivative.free_symbols']","[(1707, 1716)]",106841,sympy__sympy-21614,0.0,False,18,6402,1.0,0.0,['sympy.core.function.Derivative'],['sympy/core/function.py'],[],"[(1672, 1672)]","[{'end_line': 1672, 'file_path': 'sympy/core/function.py', 'start_line': 1672}]",1,sympy/sympy,"['msg_f7c7ef4e8fec40789e7908e39a630c86', 'msg_cbe268ce52c24fb5a91d2aea8495b24c', 'msg_8949858a720b4336aec23d56c75e8254', 'msg_8e162e92116649e6ae21b9cfaf740110', 'msg_bc5684d3432d4409b6484e7e6d80716a', 'msg_57fc59515c0f4de6bbb8c784ca3b46fa', 'msg_6a81f843515c4d3aa941bedac6fd989c', 'msg_fea57132f0db4d8380319a34cb1d12c5', 'msg_6c10cb1c007d44a39acc8f7609011df5', 'msg_0f565068630c4e4cb04e7457a76c32de', 'msg_051bb98453144110a355a5f830f071bd', 'msg_4d14ea58f7604e0b91993a9cf0312efe', 'msg_7cfa4a0ad84c4e86af1da555b7c4818f', 'msg_8a1c7731ead14ce78388dc9147c09cb7', 'msg_30a9b8b8bd274d4993e5f6c57b1e5714', 'msg_15d2240a3ce942c39de1d90ccda2d215', 'msg_36de1ff50629424f81b619b55186f76c', 'msg_96a6d65a4e6b4d04ba6b007747b9f876', 'msg_9f486f0b87da484683cf285fa6a564be', 'msg_b5e3f9d5797b4c56bf2d34879cbba81d']",claude-sonnet-5,['claude-sonnet-5'],sgagent-official-sympy__sympy-21614-1-4f2f85e558,{'end_turn': 20},2,completed,False,16,77205,20,113243,experiments/name_to_definition/runs/official_locator_full14_reproduction/sympy__sympy-21614/1/trajectory.jsonl,354315.286
True,True,,0,True,True,['sympy.physics.units.unitsystem.UnitSystem'],['sympy/physics/units/unitsystem.py'],['sympy.physics.units.unitsystem.UnitSystem._collect_factor_and_dimension'],"[(190, 198)]",66614,sympy__sympy-24066,0.35714285714285715,True,11,4777,1.0,1.0,['sympy.physics.units.unitsystem.UnitSystem'],['sympy/physics/units/unitsystem.py'],['sympy.physics.units.unitsystem.UnitSystem._collect_factor_and_dimension'],"[(192, 196), (178, 182)]","[{'end_line': 196, 'file_path': 'sympy/physics/units/unitsystem.py', 'start_line': 192}, {'end_line': 182, 'file_path': 'sympy/physics/units/unitsystem.py', 'start_line': 178}]",1,sympy/sympy,"['msg_046ab1a07f0f425ab3db44fbda2f9d27', 'msg_0eb3899dbca144eda0e709f68443de8f', 'msg_402100924da94509ab6c38e9a34ac45d', 'msg_468d6d0d81d94eea9bda40bf59102ad9', 'msg_98642d4eb30642e6b5bc51e9a2d5894f', 'msg_944c047d20324cc5b6bb3ccbab15afa7', 'msg_c6ba55bd7d4248d5965c3555a1a6d67a', 'msg_e6154f3b9b204807897ed91465670384', 'msg_f8488696b5f1485d90f15cf3b10f665a', 'msg_810395985fde40dda3dba76c1c5fb568', 'msg_d44220c67b8243f2b9457cb0a884b042', 'msg_7aac5be5d9d54082ba24c25b0ad0b851']",claude-sonnet-5,['claude-sonnet-5'],sgagent-official-sympy__sympy-24066-0-8deb7c3ca9,{'end_turn': 12},1,completed,False,9,50198,12,71391,experiments/name_to_definition/runs/official_locator_full14_reproduction/sympy__sympy-24066/0/trajectory.jsonl,317214.593
